study_id,series_id,path,level_pred,pred_level,instance_number,z,dis
1199116491,28677612,/kaggle/temp/axial_all_images/1199116491___28677612___1.png,1,4,1,0,6.338464470376968
1199116491,28677612,/kaggle/temp/axial_all_images/1199116491___28677612___5.png,1,3,5,4,0.8998876539888192
1199116491,28677612,/kaggle/temp/axial_all_images/1199116491___28677612___11.png,1,2,11,10,0.6856746229280084
1199116491,28677612,/kaggle/temp/axial_all_images/1199116491___28677612___16.png,1,1,16,15,1.048471575954343
1199116491,1617970511,/kaggle/temp/axial_all_images/1199116491___1617970511___16.png,1,5,16,15,1.2120454865210064
1199116491,1617970511,/kaggle/temp/axial_all_images/1199116491___1617970511___21.png,1,4,21,20,0.3596328951995318
1199116491,1617970511,/kaggle/temp/axial_all_images/1199116491___1617970511___27.png,1,3,27,26,1.8359004139643105
1199116491,1617970511,/kaggle/temp/axial_all_images/1199116491___1617970511___30.png,1,2,30,29,9.908402456337008
1212820061,3140837225,/kaggle/temp/axial_all_images/1212820061___3140837225___5.png,1,5,5,4,0.09381765595101754
1212820061,3140837225,/kaggle/temp/axial_all_images/1212820061___3140837225___10.png,1,4,10,9,0.8431897440199858
1212820061,3140837225,/kaggle/temp/axial_all_images/1212820061___3140837225___15.png,1,3,15,14,0.0017269674882172126
1212820061,3140837225,/kaggle/temp/axial_all_images/1212820061___3140837225___21.png,1,2,21,20,1.5162656730119783
1212820061,3140837225,/kaggle/temp/axial_all_images/1212820061___3140837225___26.png,1,1,26,25,2.509815371549663
1217477368,457783860,/kaggle/temp/axial_all_images/1217477368___457783860___1.png,1,4,1,0,2.0063217707697802
1217477368,457783860,/kaggle/temp/axial_all_images/1217477368___457783860___6.png,1,3,6,5,1.888795366633511
1217477368,457783860,/kaggle/temp/axial_all_images/1217477368___457783860___13.png,1,2,13,12,2.019252922878204
1217477368,457783860,/kaggle/temp/axial_all_images/1217477368___457783860___20.png,1,1,20,19,2.4107408272884685
1217477368,3033248018,/kaggle/temp/axial_all_images/1217477368___3033248018___5.png,1,5,5,4,1.0747587791527735
1217477368,3033248018,/kaggle/temp/axial_all_images/1217477368___3033248018___11.png,1,4,11,10,2.3751805369736765
1217477368,3033248018,/kaggle/temp/axial_all_images/1217477368___3033248018___16.png,1,3,16,15,1.9405832155958649
1235452314,536051654,/kaggle/temp/axial_all_images/1235452314___536051654___43.png,1,5,43,3,0.4444486941228263
1235452314,536051654,/kaggle/temp/axial_all_images/1235452314___536051654___33.png,1,4,33,13,1.0412980909748413
1235452314,536051654,/kaggle/temp/axial_all_images/1235452314___536051654___25.png,1,3,25,21,0.7529789471380353
1235452314,536051654,/kaggle/temp/axial_all_images/1235452314___536051654___18.png,1,2,18,28,0.631040847780767
1235452314,536051654,/kaggle/temp/axial_all_images/1235452314___536051654___11.png,1,1,11,35,1.5634156836946325
1237708996,1647841252,/kaggle/temp/axial_all_images/1237708996___1647841252___11.png,1,5,11,7,1.4407111533171602
1237708996,1647841252,/kaggle/temp/axial_all_images/1237708996___1647841252___5.png,1,4,5,13,2.1946352020072553
1237708996,1647841252,/kaggle/temp/axial_all_images/1237708996___1647841252___1.png,1,3,1,17,7.526870052739682
1237708996,2591362212,/kaggle/temp/axial_all_images/1237708996___2591362212___27.png,1,4,27,0,4.572791686380999
1237708996,2591362212,/kaggle/temp/axial_all_images/1237708996___2591362212___22.png,1,3,22,5,0.48205107561607363
1237708996,2591362212,/kaggle/temp/axial_all_images/1237708996___2591362212___15.png,1,2,15,12,1.7520548916665604
1237708996,2591362212,/kaggle/temp/axial_all_images/1237708996___2591362212___9.png,1,1,9,18,0.15560499189678012
1245057921,1763999581,/kaggle/temp/axial_all_images/1245057921___1763999581___23.png,1,5,23,2,0.35893501583723264
1245057921,1763999581,/kaggle/temp/axial_all_images/1245057921___1763999581___18.png,1,4,18,7,0.5417578100128635
1245057921,1763999581,/kaggle/temp/axial_all_images/1245057921___1763999581___13.png,1,3,13,12,0.7242799832905238
1245057921,1763999581,/kaggle/temp/axial_all_images/1245057921___1763999581___8.png,1,2,8,17,0.20105244914392273
1245057921,1763999581,/kaggle/temp/axial_all_images/1245057921___1763999581___3.png,1,1,3,22,1.55254082071
1245057921,1840204179,/kaggle/temp/axial_all_images/1245057921___1840204179___30.png,1,5,30,10,0.8200951331125861
1245057921,1840204179,/kaggle/temp/axial_all_images/1245057921___1840204179___26.png,1,4,26,14,0.665840562371768
1245057921,1840204179,/kaggle/temp/axial_all_images/1245057921___1840204179___21.png,1,3,21,19,0.8371801294047536
1245057921,1840204179,/kaggle/temp/axial_all_images/1245057921___1840204179___16.png,1,2,16,24,2.967765159989696
1245057921,1840204179,/kaggle/temp/axial_all_images/1245057921___1840204179___10.png,1,1,10,30,0.9015600059793165
1249090513,870157570,/kaggle/temp/axial_all_images/1249090513___870157570___3.png,1,3,3,2,2.080777072679197
1249090513,870157570,/kaggle/temp/axial_all_images/1249090513___870157570___10.png,1,2,10,9,0.2514723398154004
1249090513,870157570,/kaggle/temp/axial_all_images/1249090513___870157570___16.png,1,1,16,15,1.1461519099891824
1249090513,2762834320,/kaggle/temp/axial_all_images/1249090513___2762834320___6.png,1,5,6,5,0.09899943594943039
1249090513,2762834320,/kaggle/temp/axial_all_images/1249090513___2762834320___11.png,1,4,11,10,1.31545358780496
1249090513,2762834320,/kaggle/temp/axial_all_images/1249090513___2762834320___16.png,1,3,16,15,0.8684564809773718
1249090513,2762834320,/kaggle/temp/axial_all_images/1249090513___2762834320___20.png,1,2,20,19,6.242000156178392
1259922642,2390117724,/kaggle/temp/axial_all_images/1259922642___2390117724___24.png,1,5,24,1,0.07040912295397561
1259922642,2390117724,/kaggle/temp/axial_all_images/1259922642___2390117724___18.png,1,4,18,7,0.7198698065107187
1259922642,2390117724,/kaggle/temp/axial_all_images/1259922642___2390117724___13.png,1,3,13,12,0.013673811327245211
1259922642,2390117724,/kaggle/temp/axial_all_images/1259922642___2390117724___8.png,1,2,8,17,0.05228003287682981
1259922642,2390117724,/kaggle/temp/axial_all_images/1259922642___2390117724___3.png,1,1,3,22,1.436465561180496
1266853322,2621060433,/kaggle/temp/axial_all_images/1266853322___2621060433___20.png,1,5,20,2,1.051628873108612
1266853322,2621060433,/kaggle/temp/axial_all_images/1266853322___2621060433___16.png,1,4,16,6,1.9824316225979608
1266853322,2621060433,/kaggle/temp/axial_all_images/1266853322___2621060433___10.png,1,3,10,12,1.7746118615357775
1266853322,2621060433,/kaggle/temp/axial_all_images/1266853322___2621060433___6.png,1,2,6,16,0.9485950945504129
1266853322,2621060433,/kaggle/temp/axial_all_images/1266853322___2621060433___2.png,1,1,2,20,0.21498349862593713
1268523032,2727501719,/kaggle/temp/axial_all_images/1268523032___2727501719___44.png,1,5,44,4,0.2951613015642707
1268523032,2727501719,/kaggle/temp/axial_all_images/1268523032___2727501719___34.png,1,4,34,14,1.5747191924035002
1268523032,2727501719,/kaggle/temp/axial_all_images/1268523032___2727501719___24.png,1,3,24,24,0.03474733258670604
1268523032,2727501719,/kaggle/temp/axial_all_images/1268523032___2727501719___15.png,1,2,15,33,1.4451634201288197
1268523032,2727501719,/kaggle/temp/axial_all_images/1268523032___2727501719___5.png,1,1,5,43,0.6420450941325573
1271033295,113102631,/kaggle/temp/axial_all_images/1271033295___113102631___31.png,1,5,31,9,1.8134691403405059
1271033295,113102631,/kaggle/temp/axial_all_images/1271033295___113102631___27.png,1,4,27,13,2.635688519053839
1271033295,113102631,/kaggle/temp/axial_all_images/1271033295___113102631___21.png,1,3,21,19,1.9147119685495015
1271033295,113102631,/kaggle/temp/axial_all_images/1271033295___113102631___16.png,1,2,16,24,2.864632216798005
1271033295,113102631,/kaggle/temp/axial_all_images/1271033295___113102631___10.png,1,1,10,30,1.726305750179923
1271033295,1560520169,/kaggle/temp/axial_all_images/1271033295___1560520169___24.png,1,5,24,1,0.5211506457557036
1271033295,1560520169,/kaggle/temp/axial_all_images/1271033295___1560520169___19.png,1,4,19,6,0.649109383856576
1271033295,1560520169,/kaggle/temp/axial_all_images/1271033295___1560520169___14.png,1,3,14,11,1.165267325745965
1271033295,1560520169,/kaggle/temp/axial_all_images/1271033295___1560520169___8.png,1,2,8,17,0.807374936854325
1271033295,1560520169,/kaggle/temp/axial_all_images/1271033295___1560520169___3.png,1,1,3,22,1.450049631697187
1271819130,396937199,/kaggle/temp/axial_all_images/1271819130___396937199___38.png,1,5,38,7,1.597315622065075
1271819130,396937199,/kaggle/temp/axial_all_images/1271819130___396937199___32.png,1,4,32,13,1.5614785506095572
1271819130,396937199,/kaggle/temp/axial_all_images/1271819130___396937199___26.png,1,3,26,19,1.2557328723859769
1271819130,396937199,/kaggle/temp/axial_all_images/1271819130___396937199___17.png,1,2,17,28,0.005682501733820899
1271819130,396937199,/kaggle/temp/axial_all_images/1271819130___396937199___10.png,1,1,10,35,0.4293661625778551
1277947572,3664290293,/kaggle/temp/axial_all_images/1277947572___3664290293___19.png,1,5,19,3,1.9526748939970489
1277947572,3664290293,/kaggle/temp/axial_all_images/1277947572___3664290293___15.png,1,4,15,7,0.49519607877130767
1277947572,3664290293,/kaggle/temp/axial_all_images/1277947572___3664290293___10.png,1,3,10,12,2.2372577410425674
1277947572,3664290293,/kaggle/temp/axial_all_images/1277947572___3664290293___6.png,1,2,6,16,0.41613054169940966
1277947572,3664290293,/kaggle/temp/axial_all_images/1277947572___3664290293___2.png,1,1,2,20,0.5479253141179932
1288134514,3578668483,/kaggle/temp/axial_all_images/1288134514___3578668483___5.png,1,5,5,4,2.112538746524411
1288134514,3578668483,/kaggle/temp/axial_all_images/1288134514___3578668483___11.png,1,4,11,10,2.1083047840438134
1288134514,3578668483,/kaggle/temp/axial_all_images/1288134514___3578668483___17.png,1,3,17,16,2.306171380322205
1288134514,3578668483,/kaggle/temp/axial_all_images/1288134514___3578668483___20.png,1,2,20,19,11.021160013777564
1288134514,4100657395,/kaggle/temp/axial_all_images/1288134514___4100657395___8.png,1,5,8,7,1.772644904843478
1288134514,4100657395,/kaggle/temp/axial_all_images/1288134514___4100657395___13.png,1,4,13,12,2.3006162533794887
1288134514,4100657395,/kaggle/temp/axial_all_images/1288134514___4100657395___18.png,1,3,18,17,2.415414814531927
1288134514,4100657395,/kaggle/temp/axial_all_images/1288134514___4100657395___24.png,1,2,24,23,2.1314586713293315
1288134514,4100657395,/kaggle/temp/axial_all_images/1288134514___4100657395___31.png,1,1,31,30,1.4045128545031116
1289563234,2793657591,/kaggle/temp/axial_all_images/1289563234___2793657591___23.png,1,5,23,2,2.1032455300823756
1289563234,2793657591,/kaggle/temp/axial_all_images/1289563234___2793657591___19.png,1,4,19,6,1.7833479223816564
1289563234,2793657591,/kaggle/temp/axial_all_images/1289563234___2793657591___13.png,1,3,13,12,1.6422141630080564
1289563234,2793657591,/kaggle/temp/axial_all_images/1289563234___2793657591___8.png,1,2,8,17,2.1026090074605843
1289563234,2793657591,/kaggle/temp/axial_all_images/1289563234___2793657591___4.png,1,1,4,21,2.015709612078508
1289563234,3397646898,/kaggle/temp/axial_all_images/1289563234___3397646898___41.png,1,5,41,9,0.42762221015715074
1289563234,3397646898,/kaggle/temp/axial_all_images/1289563234___3397646898___35.png,1,4,35,15,0.6784736298216307
1289563234,3397646898,/kaggle/temp/axial_all_images/1289563234___3397646898___28.png,1,3,28,22,0.04880275486494812
1289563234,3397646898,/kaggle/temp/axial_all_images/1289563234___3397646898___20.png,1,2,20,30,2.0852140321100747
1289563234,3397646898,/kaggle/temp/axial_all_images/1289563234___3397646898___13.png,1,1,13,37,1.2008260575400707
1291515204,2114165619,/kaggle/temp/axial_all_images/1291515204___2114165619___33.png,1,5,33,4,1.5529297022168294
1291515204,2114165619,/kaggle/temp/axial_all_images/1291515204___2114165619___27.png,1,4,27,10,1.504316260224499
1291515204,2114165619,/kaggle/temp/axial_all_images/1291515204___2114165619___21.png,1,3,21,16,1.5762332049622176
1291515204,2114165619,/kaggle/temp/axial_all_images/1291515204___2114165619___16.png,1,2,16,21,0.3644488081521686
1291515204,2114165619,/kaggle/temp/axial_all_images/1291515204___2114165619___11.png,1,1,11,26,1.504316595234819
1292979992,3284489086,/kaggle/temp/axial_all_images/1292979992___3284489086___19.png,1,5,19,9,0.7235260321216401
1292979992,3284489086,/kaggle/temp/axial_all_images/1292979992___3284489086___8.png,1,4,8,20,1.121799427053567
1292979992,3284489086,/kaggle/temp/axial_all_images/1292979992___3284489086___2.png,1,3,2,26,1.5598240255029392
1298611933,3506741270,/kaggle/temp/axial_all_images/1298611933___3506741270___41.png,1,5,41,7,0.7438750234018929
1298611933,3506741270,/kaggle/temp/axial_all_images/1298611933___3506741270___35.png,1,4,35,13,0.39919442595736276
1298611933,3506741270,/kaggle/temp/axial_all_images/1298611933___3506741270___28.png,1,3,28,20,0.47352106459516285
1298611933,3506741270,/kaggle/temp/axial_all_images/1298611933___3506741270___20.png,1,2,20,28,0.6358126961409931
1298611933,3506741270,/kaggle/temp/axial_all_images/1298611933___3506741270___13.png,1,1,13,35,1.041174399252557
1301870218,556651648,/kaggle/temp/axial_all_images/1301870218___556651648___13.png,1,5,13,9,1.0175595735348812
1301870218,556651648,/kaggle/temp/axial_all_images/1301870218___556651648___7.png,1,4,7,15,1.9592718089057843
1301870218,556651648,/kaggle/temp/axial_all_images/1301870218___556651648___2.png,1,3,2,20,2.371434825138113
1301870218,3469691269,/kaggle/temp/axial_all_images/1301870218___3469691269___22.png,1,3,22,2,2.1438588549014845
1301870218,3469691269,/kaggle/temp/axial_all_images/1301870218___3469691269___16.png,1,2,16,8,0.6860880936913354
1301870218,3469691269,/kaggle/temp/axial_all_images/1301870218___3469691269___10.png,1,1,10,14,1.7780882283409127
1302048123,272639520,/kaggle/temp/axial_all_images/1302048123___272639520___46.png,1,5,46,3,1.5027569583988196
1302048123,272639520,/kaggle/temp/axial_all_images/1302048123___272639520___37.png,1,4,37,12,0.6569848990753364
1302048123,272639520,/kaggle/temp/axial_all_images/1302048123___272639520___29.png,1,3,29,20,0.1771531049904116
1302048123,272639520,/kaggle/temp/axial_all_images/1302048123___272639520___21.png,1,2,21,28,0.19954084578783204
1302048123,272639520,/kaggle/temp/axial_all_images/1302048123___272639520___13.png,1,1,13,36,1.1608842490152982
1302724340,282863131,/kaggle/temp/axial_all_images/1302724340___282863131___23.png,1,5,23,2,1.0739558727602727
1302724340,282863131,/kaggle/temp/axial_all_images/1302724340___282863131___19.png,1,4,19,6,2.2946349626718057
1302724340,282863131,/kaggle/temp/axial_all_images/1302724340___282863131___13.png,1,3,13,12,1.0938777176430676
1302724340,282863131,/kaggle/temp/axial_all_images/1302724340___282863131___8.png,1,2,8,17,2.1724213639236467
1302724340,282863131,/kaggle/temp/axial_all_images/1302724340___282863131___3.png,1,1,3,22,0.22660565622067708
1304643943,785968136,/kaggle/temp/axial_all_images/1304643943___785968136___23.png,1,5,23,1,1.3659158353777165
1304643943,785968136,/kaggle/temp/axial_all_images/1304643943___785968136___19.png,1,4,19,5,1.971820280827937
1304643943,785968136,/kaggle/temp/axial_all_images/1304643943___785968136___15.png,1,3,15,9,0.9939740980948482
1304643943,785968136,/kaggle/temp/axial_all_images/1304643943___785968136___11.png,1,2,11,13,1.8774599586589842
1304643943,785968136,/kaggle/temp/axial_all_images/1304643943___785968136___6.png,1,1,6,18,1.6032839374118613
1307961168,2922098962,/kaggle/temp/axial_all_images/1307961168___2922098962___28.png,1,5,28,2,1.4995853497626115
1307961168,2922098962,/kaggle/temp/axial_all_images/1307961168___2922098962___23.png,1,4,23,7,2.1787763430932685
1307961168,2922098962,/kaggle/temp/axial_all_images/1307961168___2922098962___18.png,1,3,18,12,2.1702730275018247
1307961168,2922098962,/kaggle/temp/axial_all_images/1307961168___2922098962___14.png,1,2,14,16,2.378223211503416
1307961168,2922098962,/kaggle/temp/axial_all_images/1307961168___2922098962___9.png,1,1,9,21,2.321519112827133
1314603564,2650168284,/kaggle/temp/axial_all_images/1314603564___2650168284___35.png,1,5,35,13,0.180734308094715
1314603564,2650168284,/kaggle/temp/axial_all_images/1314603564___2650168284___30.png,1,4,30,18,1.0625101898193223
1314603564,2650168284,/kaggle/temp/axial_all_images/1314603564___2650168284___24.png,1,3,24,24,0.944696593512695
1314603564,2650168284,/kaggle/temp/axial_all_images/1314603564___2650168284___19.png,1,2,19,29,2.0480965654346965
1314603564,2650168284,/kaggle/temp/axial_all_images/1314603564___2650168284___12.png,1,1,12,36,0.289541541431411
1332176994,1030181512,/kaggle/temp/axial_all_images/1332176994___1030181512___42.png,1,5,42,11,1.4956754967974248
1332176994,1030181512,/kaggle/temp/axial_all_images/1332176994___1030181512___35.png,1,4,35,18,1.2079032167979271
1332176994,1030181512,/kaggle/temp/axial_all_images/1332176994___1030181512___27.png,1,3,27,26,0.011693946537537414
1332176994,1030181512,/kaggle/temp/axial_all_images/1332176994___1030181512___19.png,1,2,19,34,2.126182984854161
1332176994,1030181512,/kaggle/temp/axial_all_images/1332176994___1030181512___11.png,1,1,11,42,1.1648849604789966
1332176994,2084828283,/kaggle/temp/axial_all_images/1332176994___2084828283___23.png,1,5,23,2,1.6904325642030287
1332176994,2084828283,/kaggle/temp/axial_all_images/1332176994___2084828283___18.png,1,4,18,7,1.4210818601397932
1332176994,2084828283,/kaggle/temp/axial_all_images/1332176994___2084828283___13.png,1,3,13,12,0.7707004823056159
1332176994,2084828283,/kaggle/temp/axial_all_images/1332176994___2084828283___8.png,1,2,8,17,2.1701566542049218
1332176994,2084828283,/kaggle/temp/axial_all_images/1332176994___2084828283___4.png,1,1,4,21,2.1205788013740765
1341339532,3656287397,/kaggle/temp/axial_all_images/1341339532___3656287397___28.png,1,4,28,0,7.887588473219395
1341339532,3656287397,/kaggle/temp/axial_all_images/1341339532___3656287397___24.png,1,3,24,4,1.932881028324445
1341339532,3656287397,/kaggle/temp/axial_all_images/1341339532___3656287397___18.png,1,2,18,10,2.309491803687269
1341339532,3656287397,/kaggle/temp/axial_all_images/1341339532___3656287397___13.png,1,1,13,15,1.300534566062863
1341339532,3660971318,/kaggle/temp/axial_all_images/1341339532___3660971318___10.png,1,5,10,8,2.1786838850236236
1341339532,3660971318,/kaggle/temp/axial_all_images/1341339532___3660971318___6.png,1,4,6,12,0.2778658490836676
1341339532,3660971318,/kaggle/temp/axial_all_images/1341339532___3660971318___2.png,1,3,2,16,1.5494112341376791
1346363777,1736610780,/kaggle/temp/axial_all_images/1346363777___1736610780___34.png,1,5,34,5,0.8636800202156341
1346363777,1736610780,/kaggle/temp/axial_all_images/1346363777___1736610780___29.png,1,4,29,10,0.8703484564474788
1346363777,1736610780,/kaggle/temp/axial_all_images/1346363777___1736610780___23.png,1,3,23,16,0.5489003839195679
1346363777,1736610780,/kaggle/temp/axial_all_images/1346363777___1736610780___16.png,1,2,16,23,2.4933632909455348
1346363777,1736610780,/kaggle/temp/axial_all_images/1346363777___1736610780___10.png,1,1,10,29,0.032234283701765065
1347125628,2367398314,/kaggle/temp/axial_all_images/1347125628___2367398314___38.png,1,5,38,9,0.3973246907416481
1347125628,2367398314,/kaggle/temp/axial_all_images/1347125628___2367398314___33.png,1,4,33,14,1.1055499646931182
1347125628,2367398314,/kaggle/temp/axial_all_images/1347125628___2367398314___23.png,1,3,23,24,0.8465393336508287
1347125628,2367398314,/kaggle/temp/axial_all_images/1347125628___2367398314___17.png,1,2,17,30,2.283366632969515
1347125628,2367398314,/kaggle/temp/axial_all_images/1347125628___2367398314___10.png,1,1,10,37,0.4990301045023964
1348555135,2736309328,/kaggle/temp/axial_all_images/1348555135___2736309328___38.png,1,5,38,6,1.0632125777953434
1348555135,2736309328,/kaggle/temp/axial_all_images/1348555135___2736309328___30.png,1,4,30,14,1.641681300429801
1348555135,2736309328,/kaggle/temp/axial_all_images/1348555135___2736309328___22.png,1,3,22,22,1.0970626476546361
1348555135,2736309328,/kaggle/temp/axial_all_images/1348555135___2736309328___14.png,1,2,14,30,1.0723118997269911
1348555135,2736309328,/kaggle/temp/axial_all_images/1348555135___2736309328___6.png,1,1,6,38,1.6169326980946668
1354411109,963348196,/kaggle/temp/axial_all_images/1354411109___963348196___40.png,1,5,40,10,2.1723772667211314
1354411109,963348196,/kaggle/temp/axial_all_images/1354411109___963348196___34.png,1,4,34,16,0.28700937548055894
1354411109,963348196,/kaggle/temp/axial_all_images/1354411109___963348196___27.png,1,3,27,23,1.5092837547089202
1354411109,963348196,/kaggle/temp/axial_all_images/1354411109___963348196___20.png,1,2,20,30,0.4062030841922253
1354411109,963348196,/kaggle/temp/axial_all_images/1354411109___963348196___13.png,1,1,13,37,1.1468358910589078
1354411109,1787804538,/kaggle/temp/axial_all_images/1354411109___1787804538___24.png,1,5,24,1,0.6802333981442246
1354411109,1787804538,/kaggle/temp/axial_all_images/1354411109___1787804538___19.png,1,4,19,6,0.36864278310376974
1354411109,1787804538,/kaggle/temp/axial_all_images/1354411109___1787804538___13.png,1,3,13,12,1.2744695226864202
1354411109,1787804538,/kaggle/temp/axial_all_images/1354411109___1787804538___9.png,1,2,9,16,1.5036860693593894
1354411109,1787804538,/kaggle/temp/axial_all_images/1354411109___1787804538___3.png,1,1,3,22,0.042366312787049054
1360027517,2917513208,/kaggle/temp/axial_all_images/1360027517___2917513208___29.png,1,5,29,1,1.380926047853002
1360027517,2917513208,/kaggle/temp/axial_all_images/1360027517___2917513208___23.png,1,4,23,7,0.6919784424203286
1360027517,2917513208,/kaggle/temp/axial_all_images/1360027517___2917513208___18.png,1,3,18,12,1.6104639204641253
1360027517,2917513208,/kaggle/temp/axial_all_images/1360027517___2917513208___13.png,1,2,13,17,2.0985145113891406
1360027517,2917513208,/kaggle/temp/axial_all_images/1360027517___2917513208___8.png,1,1,8,22,2.358608817753897
1367470327,2152000867,/kaggle/temp/axial_all_images/1367470327___2152000867___9.png,1,5,9,8,0.9989581259710176
1367470327,2152000867,/kaggle/temp/axial_all_images/1367470327___2152000867___15.png,1,4,15,14,0.7489550267819651
1367470327,2152000867,/kaggle/temp/axial_all_images/1367470327___2152000867___22.png,1,3,22,21,0.7489555630757154
1367470327,2152000867,/kaggle/temp/axial_all_images/1367470327___2152000867___30.png,1,2,30,29,0.751046999516741
1367470327,2152000867,/kaggle/temp/axial_all_images/1367470327___2152000867___37.png,1,1,37,36,0.9989538386204737
1373010257,2581147455,/kaggle/temp/axial_all_images/1373010257___2581147455___42.png,1,5,42,8,0.1568106217051004
1373010257,2581147455,/kaggle/temp/axial_all_images/1373010257___2581147455___36.png,1,4,36,14,0.060798323749728045
1373010257,2581147455,/kaggle/temp/axial_all_images/1373010257___2581147455___29.png,1,3,29,21,1.8825635716742766
1373010257,2581147455,/kaggle/temp/axial_all_images/1373010257___2581147455___21.png,1,2,21,29,0.5769784583801996
1373010257,2581147455,/kaggle/temp/axial_all_images/1373010257___2581147455___14.png,1,1,14,36,1.3721989882938317
1373010257,3495079754,/kaggle/temp/axial_all_images/1373010257___3495079754___34.png,1,5,34,1,0.8797914013783128
1373010257,3495079754,/kaggle/temp/axial_all_images/1373010257___3495079754___27.png,1,4,27,8,0.7821806488870209
1373010257,3495079754,/kaggle/temp/axial_all_images/1373010257___3495079754___19.png,1,3,19,16,0.058288827302867
1373010257,3495079754,/kaggle/temp/axial_all_images/1373010257___3495079754___13.png,1,2,13,22,0.9134907854151137
1373010257,3495079754,/kaggle/temp/axial_all_images/1373010257___3495079754___7.png,1,1,7,28,0.6322941979439278
1375057718,3723024670,/kaggle/temp/axial_all_images/1375057718___3723024670___13.png,1,5,13,2,0.08288024290514073
1375057718,3723024670,/kaggle/temp/axial_all_images/1375057718___3723024670___8.png,1,4,8,7,0.12057842677145914
1375057718,3723024670,/kaggle/temp/axial_all_images/1375057718___3723024670___4.png,1,3,4,11,1.31425846005709
1388399428,1119329282,/kaggle/temp/axial_all_images/1388399428___1119329282___40.png,1,5,40,4,1.6502290235874852
1388399428,1119329282,/kaggle/temp/axial_all_images/1388399428___1119329282___31.png,1,4,31,13,1.1572993718548477
1388399428,1119329282,/kaggle/temp/axial_all_images/1388399428___1119329282___23.png,1,3,23,21,0.5091220768963538
1388399428,1119329282,/kaggle/temp/axial_all_images/1388399428___1119329282___14.png,1,2,14,30,1.7392817511832916
1388399428,1119329282,/kaggle/temp/axial_all_images/1388399428___1119329282___5.png,1,1,5,39,1.2072745021866105
1395773918,3877940593,/kaggle/temp/axial_all_images/1395773918___3877940593___17.png,1,5,17,3,0.37459575394685274
1395773918,3877940593,/kaggle/temp/axial_all_images/1395773918___3877940593___13.png,1,4,13,7,1.8026474085626383
1395773918,3877940593,/kaggle/temp/axial_all_images/1395773918___3877940593___9.png,1,3,9,11,1.5013233951670024
1395773918,3877940593,/kaggle/temp/axial_all_images/1395773918___3877940593___4.png,1,2,4,16,0.32719700000759655
1400326269,407272355,/kaggle/temp/axial_all_images/1400326269___407272355___18.png,1,5,18,2,1.2614062829960133
1400326269,407272355,/kaggle/temp/axial_all_images/1400326269___407272355___13.png,1,4,13,7,1.8585593826819107
1400326269,407272355,/kaggle/temp/axial_all_images/1400326269___407272355___8.png,1,3,8,12,0.663657664292753
1400326269,407272355,/kaggle/temp/axial_all_images/1400326269___407272355___3.png,1,2,3,17,1.0164014245736173
1400326269,1738351207,/kaggle/temp/axial_all_images/1400326269___1738351207___17.png,1,1,17,3,1.7574856504296648
1416584342,1112902947,/kaggle/temp/axial_all_images/1416584342___1112902947___23.png,1,5,23,1,0.03997462210131886
1416584342,1112902947,/kaggle/temp/axial_all_images/1416584342___1112902947___18.png,1,4,18,6,1.5913963870386603
1416584342,1112902947,/kaggle/temp/axial_all_images/1416584342___1112902947___12.png,1,3,12,12,1.9267114421797453
1416584342,1112902947,/kaggle/temp/axial_all_images/1416584342___1112902947___7.png,1,2,7,17,0.2599615061132763
1416584342,1112902947,/kaggle/temp/axial_all_images/1416584342___1112902947___3.png,1,1,3,21,0.6074405744797211
1436167447,1831215657,/kaggle/temp/axial_all_images/1436167447___1831215657___28.png,1,4,28,2,0.9984998363841271
1436167447,1831215657,/kaggle/temp/axial_all_images/1436167447___1831215657___24.png,1,3,24,6,0.8577355401671765
1436167447,1831215657,/kaggle/temp/axial_all_images/1436167447___1831215657___18.png,1,2,18,12,2.2945821666971185
1436167447,1831215657,/kaggle/temp/axial_all_images/1436167447___1831215657___14.png,1,1,14,16,1.858048724980046
1438760543,1546034596,/kaggle/temp/axial_all_images/1438760543___1546034596___36.png,1,5,36,8,0.36187010381554563
1438760543,1546034596,/kaggle/temp/axial_all_images/1438760543___1546034596___31.png,1,4,31,13,2.0964055626068037
1438760543,1546034596,/kaggle/temp/axial_all_images/1438760543___1546034596___26.png,1,3,26,18,1.8030046936918218
1438760543,1546034596,/kaggle/temp/axial_all_images/1438760543___1546034596___19.png,1,2,19,25,0.7249543713579514
1438760543,1546034596,/kaggle/temp/axial_all_images/1438760543___1546034596___13.png,1,1,13,31,0.5280070222550726
1447821731,1318563666,/kaggle/temp/axial_all_images/1447821731___1318563666___22.png,1,5,22,2,0.4261363103938436
1447821731,1318563666,/kaggle/temp/axial_all_images/1447821731___1318563666___17.png,1,4,17,7,0.15530136448971632
1447821731,1318563666,/kaggle/temp/axial_all_images/1447821731___1318563666___12.png,1,3,12,12,1.9158132260664034
1447821731,1318563666,/kaggle/temp/axial_all_images/1447821731___1318563666___7.png,1,2,7,17,2.124340085696776
1447821731,1318563666,/kaggle/temp/axial_all_images/1447821731___1318563666___2.png,1,1,2,22,2.412998700080429
1474322336,2843288879,/kaggle/temp/axial_all_images/1474322336___2843288879___25.png,1,5,25,0,1.1970851264013191
1474322336,2843288879,/kaggle/temp/axial_all_images/1474322336___2843288879___19.png,1,4,19,6,1.403483670380277
